|id_entity|type|gender|occupation|generation|region
7348|urn:uuid:da26d1f7-9d8b-45eb-a482-a575720a8876|economist|male|scientist|1931-1951|Central Europe
7349|urn:uuid:8be749da-f09d-4fd0-98fd-a476b3036783|jurist|male|scientist|1891-1911|Central Europe
7350|urn:uuid:9ad358e7-a81c-411b-908d-dcd78dc826a8|jurist|male|media person|1931-1951|Central Europe
7351|urn:uuid:cc0382fe-7033-4be2-adbe-41efffb2bc14|jurist|male|scientist|1931-1951|Central Europe
7352|urn:uuid:cdac03de-8569-4ffb-a4e8-286486bfabc3|economist|female|scientist|1931-1951|Central Europe
7353|urn:uuid:937cd57f-984c-4be3-99b8-215cc5032583|economist|male|scientist|1891-1911|Central Europe
7354|urn:uuid:6164d81f-7306-45b2-940f-21de103bdee3|economist|male|scientist|1911-1931|Central Europe
7355|urn:uuid:e113ce83-9e1d-45d8-add7-85cfa7f0fe3c|jurist|male|politician|1851-1871|Central Europe
7356|urn:uuid:bc427706-969d-4b13-a25a-b7aa531834e8|economist|male|politician|1891-1911|Central Europe
7357|urn:uuid:bc427706-969d-4b13-a25a-b7aa531834e8|economist|male|scientist|1891-1911|Central Europe
7358|urn:uuid:d4e4a082-1755-4eb5-b6c6-dfef26f24a7e|economist|male|scientist|1911-1931|Central Europe
7359|urn:uuid:539aa4b2-604a-42ab-a67d-33f56cc4e55e|economist|male|scientist|1931-1951|Central Europe
7360|urn:uuid:766df226-8e34-4de9-bdff-11494a6c9e9c|jurist|male|politician|1911-1931|Central Europe
7361|urn:uuid:69797fa7-f4d2-4c39-994c-8113d7736c78|jurist|male|politician|1931-1951|Central Europe
7362|urn:uuid:69797fa7-f4d2-4c39-994c-8113d7736c78|jurist|male|media person|1931-1951|Central Europe
7363|urn:uuid:69797fa7-f4d2-4c39-994c-8113d7736c78|jurist|male|scientist|1931-1951|Central Europe
7364|urn:uuid:69bd056f-1180-496e-8150-ef6536a3b590|jurist|male|scientist|1931-1951|Central Europe
7365|urn:uuid:cbe2eb4c-bd5b-4ed3-b94e-694e63e9f894|jurist|female|politician|1911-1931|Central Europe
7366|urn:uuid:bf75e3ec-934d-41e0-86b1-29f7fdf23bf3|economist|female|politician|1931-1951|Central Europe
7367|urn:uuid:521db822-ab35-4518-9556-1c279be8720d|economist|male|scientist|1911-1931|Central Europe
7368|urn:uuid:5f7c156f-38e8-4eac-9b43-e1004b6ac858|economist|male|scientist|1891-1911|Central Europe
7369|urn:uuid:5f7c156f-38e8-4eac-9b43-e1004b6ac858|economist|male|other|1891-1911|Central Europe
7370|urn:uuid:0f96b0dc-4c2a-414f-afb7-dc0dc347965e|jurist|male|media person|1871-1891|Central Europe
7371|urn:uuid:0f96b0dc-4c2a-414f-afb7-dc0dc347965e|jurist|male|writer|1871-1891|Central Europe
7372|urn:uuid:0f96b0dc-4c2a-414f-afb7-dc0dc347965e|jurist|male|other|1871-1891|Central Europe
7373|urn:uuid:f9d00b38-a086-4101-8d16-ff5bd9c05b70|jurist|male|scientist|1851-1871|Central Europe
7374|urn:uuid:8bff49fd-cadf-4ad8-9d85-6c3c650908ac|jurist|male|scientist|1871-1891|Central Europe
7375|urn:uuid:8bff49fd-cadf-4ad8-9d85-6c3c650908ac|jurist|male|politician|1871-1891|Central Europe
7376|urn:uuid:6953f840-5b66-4507-9fe8-2b4a03fbf6a9|economist|male|politician|1931-1951|Central Europe
7377|urn:uuid:9dec6712-34d1-4b63-aaf3-d19936c0367a|jurist|male|scientist|1931-1951|Central Europe
7378|urn:uuid:9dec6712-34d1-4b63-aaf3-d19936c0367a|jurist|male|other|1931-1951|Central Europe
7379|urn:uuid:748bb932-17cc-4764-8864-0c3289086a6e|jurist|male|politician|1931-1951|Central Europe
7380|urn:uuid:748bb932-17cc-4764-8864-0c3289086a6e|jurist|male|scientist|1931-1951|Central Europe
7381|urn:uuid:6f3316b5-9383-42a7-9692-928918212b82|jurist|male|scientist|1931-1951|Central Europe
7382|urn:uuid:69a706f6-5ebc-4e49-9a85-9c98c837c081|economist|male|businessperson|1931-1951|Central Europe
7383|urn:uuid:73469671-abb7-440c-ad14-7e54ed2ba1e8|economist|male|politician|1931-1951|Central Europe
7384|urn:uuid:73469671-abb7-440c-ad14-7e54ed2ba1e8|economist|male|scientist|1931-1951|Central Europe
7385|urn:uuid:83a97f41-fa1d-414d-bd16-5e6391829783|economist|female|politician|1851-1871|Central Europe
7386|urn:uuid:83a97f41-fa1d-414d-bd16-5e6391829783|economist|female|scientist|1851-1871|Central Europe
7387|urn:uuid:83a97f41-fa1d-414d-bd16-5e6391829783|economist|female|other|1851-1871|Central Europe
7388|urn:uuid:e465199e-5961-4129-bbb0-284c031a70f9|jurist|female|politician|1891-1911|Central Europe
7389|urn:uuid:30ef0639-797b-42b2-81da-4d79d09d35d6|jurist|female|scientist|1911-1931|Central Europe
7390|urn:uuid:3968e0d7-48fb-4356-9aa9-b0005bc99f6a|jurist|male|writer|1891-1911|Central Europe
7391|urn:uuid:3968e0d7-48fb-4356-9aa9-b0005bc99f6a|jurist|male|other|1891-1911|Central Europe
7392|urn:uuid:7f98145a-ceaf-419f-a379-aca5a2ef814a|jurist|male|politician|1931-1951|Central Europe
7393|urn:uuid:7f98145a-ceaf-419f-a379-aca5a2ef814a|jurist|male|media person|1931-1951|Central Europe
7394|urn:uuid:7f98145a-ceaf-419f-a379-aca5a2ef814a|jurist|male|scientist|1931-1951|Central Europe
7395|urn:uuid:7f98145a-ceaf-419f-a379-aca5a2ef814a|jurist|male|other|1931-1951|Central Europe
7396|urn:uuid:b02ca6c4-6e93-49d2-98a3-3f4aae4e35e5|economist|male|politician|1931-1951|Central Europe
7397|urn:uuid:7fd7ea72-338c-426f-98b9-9be60372cced|jurist|male|scientist|1931-1951|Central Europe
7398|urn:uuid:e58093bc-db38-44da-81bd-41d935e470b2|jurist|male|politician|1871-1891|Central Europe
7400|urn:uuid:02d11f64-af84-4891-b13c-604498efbbfe|jurist|male|scientist|1871-1891|Central Europe
7401|urn:uuid:2d1309f9-2399-44cd-9735-7b192e88c1f1|economist|male|politician|1931-1951|Central Europe
7402|urn:uuid:6bde8129-3757-4dc1-875f-baffeba85ecf|economist|male|scientist|1911-1931|Central Europe
7405|urn:uuid:623673c8-85fa-4584-9956-0a50807ac22e|jurist|male|scientist|1931-1951|Central Europe
7406|urn:uuid:cfad7c21-5d59-4c03-aae4-da808b9b064a|jurist|male|politician|1891-1911|Central Europe
7407|urn:uuid:cfad7c21-5d59-4c03-aae4-da808b9b064a|jurist|male|media person|1891-1911|Central Europe
7410|urn:uuid:db1cff47-605c-4563-a178-2b5d4501ec01|economist|male|politician|1871-1891|Central Europe
7411|urn:uuid:b5471d68-3d40-4612-93db-a426593d6b4b|jurist|male|media person|1891-1911|Central Europe
7412|urn:uuid:1eda71cd-5833-41a0-9915-4b79550b643b|economist|female|other|1931-1951|Central Europe
7413|urn:uuid:65f96e47-3bbc-48a7-8541-0cd0f86a4c85|economist|male|politician|1931-1951|Central Europe
7414|urn:uuid:65f96e47-3bbc-48a7-8541-0cd0f86a4c85|economist|male|scientist|1931-1951|Central Europe
7416|urn:uuid:4ecdbb3a-453f-4b91-84e8-f911fa0ae1e5|economist|female|politician|1931-1951|Central Europe
7417|urn:uuid:ae125896-32c2-402e-9157-dcb5bcd44793|jurist|male|politician|1871-1891|Central Europe
7418|urn:uuid:e65a2ac5-4a88-46a7-bd0f-0e6d8e9c535d|economist|male|scientist|1931-1951|Central Europe
7419|urn:uuid:42a7615d-b081-4a99-bc6c-b6bec462da60|jurist|female|scientist|1931-1951|Central Europe
7421|urn:uuid:01fe43db-969c-4f00-a164-6797c3e7cf2a|economist|male|scientist|1931-1951|Central Europe
7422|urn:uuid:65dcc580-0b8e-49d3-a1ed-1975f21264d4|economist|male|scientist|1931-1951|Central Europe
7423|urn:uuid:9a2dce8c-563d-4a26-aa2f-9126a44312c4|jurist|male|other_occupation|1931-1951|Central Europe
7424|urn:uuid:5ed25ad0-b316-4353-8b0d-ea83cf1a64ef|economist|male|politician|1871-1891|Central Europe
7425|urn:uuid:5ed25ad0-b316-4353-8b0d-ea83cf1a64ef|economist|male|scientist|1871-1891|Central Europe
7426|urn:uuid:5ed25ad0-b316-4353-8b0d-ea83cf1a64ef|economist|male|other|1871-1891|Central Europe
7427|urn:uuid:57827293-f553-4e8e-b61c-93aefad4c67f|jurist|male|media person|1911-1931|Central Europe
7428|urn:uuid:f1cefe34-7b9e-48d5-baa9-ce4f934a2857|jurist|male|scientist|1931-1951|Central Europe
7429|urn:uuid:c2a9975a-c455-4653-bdef-08f0e00ffb3e|economist|male|politician|1931-1951|Central Europe
7430|urn:uuid:4082834a-f66c-4eae-b8be-a461ca7ea46f|economist|male|other|1931-1951|Central Europe
7431|urn:uuid:5949f57b-361e-49d0-a10f-36fb22cc9ca1|jurist|male|politician|1931-1951|Central Europe
7432|urn:uuid:da9b2b73-6c7d-4ab6-8b97-e522c23a83ff|economist|male|politician|1931-1951|Central Europe
7433|urn:uuid:210b188e-eea2-4329-a017-a8da9cca2ac7|jurist|female|other|1931-1951|Central Europe
7434|urn:uuid:1511f3e7-816a-4000-bcab-f1f798679ba7|jurist|male|politician|1911-1931|Central Europe
7435|urn:uuid:86fba3be-9776-4b32-b5df-cf52657bc974|jurist|male|politician|1911-1931|Central Europe
7436|urn:uuid:51445fb7-bd74-4be9-9665-8643ce0c5d4e|economist|male|politician|1931-1951|Central Europe
7437|urn:uuid:e7348504-e4a2-4107-bb36-5de503b72ec6|economist|male|politician|1931-1951|Central Europe
7438|urn:uuid:5a8100dd-4231-4ae6-a658-02d6bd5ed5a1|jurist|male|politician|1931-1951|Central Europe
7439|urn:uuid:3e49673b-2074-4935-8c2f-9b5df6bc6b1f|jurist/economist|male|politician|1871-1891|Central Europe
7440|urn:uuid:3e49673b-2074-4935-8c2f-9b5df6bc6b1f|jurist/economist|male|scientist|1871-1891|Central Europe
7441|urn:uuid:a990a6bc-16d8-41d8-a061-14494b623e9b|jurist|male|scientist|1931-1951|Central Europe
7442|urn:uuid:c3d7292b-ace7-4229-8841-5e1b4224e38a|jurist|male|scientist|1931-1951|Central Europe
7443|urn:uuid:5e112b8e-a2d7-43b3-9239-46f2e6efa575|jurist|male|politician|1911-1931|Central Europe
7444|urn:uuid:69bfad48-ca45-46a4-a5c6-a8029fbd8ca7|economist|male|politician|1931-1951|Central Europe
7445|urn:uuid:69bfad48-ca45-46a4-a5c6-a8029fbd8ca7|economist|male|scientist|1931-1951|Central Europe
7446|urn:uuid:ca8cf73a-7d9b-4879-aab4-ced35cbecb40|jurist|male|politician|1931-1951|Central Europe
7447|urn:uuid:ca8cf73a-7d9b-4879-aab4-ced35cbecb40|jurist|male|scientist|1931-1951|Central Europe
7448|urn:uuid:d6d53ea4-5f06-4fb2-9170-60bdf6cad06a|jurist|male|scientist|1931-1951|Central Europe
7449|urn:uuid:d6d53ea4-5f06-4fb2-9170-60bdf6cad06a|jurist|male|politician|1931-1951|Central Europe
7451|urn:uuid:beec942a-5350-446c-aaac-487044676d48|economist|male|politician|1931-1951|Central Europe
7452|urn:uuid:beec942a-5350-446c-aaac-487044676d48|economist|male|other|1931-1951|Central Europe
7453|urn:uuid:96dc6538-0f36-4f84-bf64-1671f9df9349|economist|male|politician|1931-1951|Central Europe
7454|urn:uuid:0c50d6e4-783e-4f92-ab0e-d58d01c82a43|jurist|male|politician|1931-1951|Central Europe
7455|urn:uuid:f31400fc-2331-4160-9972-50bb577549c1|jurist|male|politician|1871-1891|Central Europe
7456|urn:uuid:6aa99975-a762-4e67-a383-781e221f5549|jurist|male|politician|1911-1931|Central Europe
7457|urn:uuid:0a1f113b-2636-4d98-860f-26db5067de07|economist|female|scientist|1931-1951|Central Europe
7459|urn:uuid:f0327344-d429-4f47-948c-cec3ee4af531|economist|female|scientist|1931-1951|Central Europe
7460|urn:uuid:bdc489c7-74ab-4ad1-a808-c785516c8728|jurist|male|scientist|1891-1911|Central Europe
7461|urn:uuid:bdc489c7-74ab-4ad1-a808-c785516c8728|jurist|male|other|1891-1911|Central Europe
7462|urn:uuid:55ae4b5c-7325-4a38-a2a8-849667f1bed9|jurist|male|politician|1851-1871|Central Europe
7463|urn:uuid:55ae4b5c-7325-4a38-a2a8-849667f1bed9|jurist|male|scientist|1851-1871|Central Europe
7465|urn:uuid:5f2cd537-94e1-4e54-9680-fda1b83a441d|jurist|male|politician|1871-1891|Central Europe
7466|urn:uuid:5f2cd537-94e1-4e54-9680-fda1b83a441d|jurist|male|other_occupation|1871-1891|Central Europe
7467|urn:uuid:20332ffd-a15c-4505-aba4-4b72416caf15|economist|male|politician|1831-1851|Central Europe
7468|urn:uuid:20332ffd-a15c-4505-aba4-4b72416caf15|economist|male|teacher|1831-1851|Central Europe
7469|urn:uuid:20332ffd-a15c-4505-aba4-4b72416caf15|economist|male|businessperson|1831-1851|Central Europe
7470|urn:uuid:c5793539-2cce-4796-859c-58109ac65c59|jurist|male|scientist|1911-1931|Central Europe
7471|urn:uuid:c5793539-2cce-4796-859c-58109ac65c59|jurist|male|politician|1911-1931|Central Europe
7472|urn:uuid:b96ace61-6aaf-4422-952c-085917c67982|economist|female|scientist|1931-1951|Central Europe
7473|urn:uuid:43b7571f-454e-47e4-a63f-db014976f2ee|jurist|male|politician|1851-1871|Central Europe
7474|urn:uuid:43b7571f-454e-47e4-a63f-db014976f2ee|jurist|male|politician|1851-1871|Eastern Europe
7475|urn:uuid:203ac4b5-ec73-44ee-8d41-83aa6e88fffc|economist|male|politician|1911-1931|Central Europe
7476|urn:uuid:d4c0e458-78c2-431e-ad5f-45a233d8ce55|jurist|male|media person|1911-1931|Central Europe
7477|urn:uuid:d4c0e458-78c2-431e-ad5f-45a233d8ce55|jurist|male|scientist|1911-1931|Central Europe
7478|urn:uuid:754a1bfa-1b3d-4639-8e5b-cc35754e5f68|jurist|male|scientist|1931-1951|Central Europe
7479|urn:uuid:754a1bfa-1b3d-4639-8e5b-cc35754e5f68|jurist|male|politician|1931-1951|Central Europe
7480|urn:uuid:40461ab4-8016-46c9-b72e-a31f4314fef0|economist|female|politician|1931-1951|Central Europe
7481|urn:uuid:40461ab4-8016-46c9-b72e-a31f4314fef0|economist|female|other|1931-1951|Central Europe
7482|urn:uuid:a68891ab-981a-4acd-801a-c95e74a09bbc|economist|male|politician|1931-1951|Central Europe
7483|urn:uuid:66e06341-4165-40ef-98d8-1407ef1924f6|economist|male|scientist|1931-1951|Central Europe
7484|urn:uuid:7aeea2f0-0b69-4f05-a552-12c90552288f|jurist|male|politician|1871-1891|Central Europe
7485|urn:uuid:a96da0a1-2a9c-4507-9953-5db61740cab5|jurist|male|politician|1931-1951|Central Europe
7486|urn:uuid:a96da0a1-2a9c-4507-9953-5db61740cab5|jurist|male|writer|1931-1951|Central Europe
7487|urn:uuid:e6fcad38-5afa-4600-815b-fdfd5c593753|jurist|male|politician|1851-1871|Central Europe
7488|urn:uuid:15cc9cf2-f651-43f1-a7d7-1b17cdb4607e|jurist|male|scientist|1891-1911|Central Europe
7489|urn:uuid:a3d7720e-d425-4788-ba42-df9cc5853268|jurist|male|other|1911-1931|Central Europe
7490|urn:uuid:0948ab1b-b7e4-4cc7-abf0-04815749e0a4|jurist|male|scientist|1891-1911|Central Europe
7491|urn:uuid:50cb0f19-7e72-4238-9cc2-cd3d422ed8e6|economist|male|politician|1911-1931|Central Europe
7492|urn:uuid:50cb0f19-7e72-4238-9cc2-cd3d422ed8e6|economist|male|scientist|1911-1931|Central Europe
7493|urn:uuid:449bd943-f58c-4a77-b7bd-0ae70b72944b|jurist|male|politician|1891-1911|Central Europe
7494|urn:uuid:d3eab040-0f67-4dbe-83e8-84f8a72cb490|economist|male|politician|1911-1931|Central Europe
7495|urn:uuid:b392ad67-4282-4ea0-a371-d4e485f7ca49|jurist|male|politician|1911-1931|Central Europe
7496|urn:uuid:eca0dea6-146f-4747-8389-c2983bf7f2ed|jurist|male|politician|1871-1891|Central Europe
7497|urn:uuid:eca0dea6-146f-4747-8389-c2983bf7f2ed|jurist|male|scientist|1871-1891|Central Europe
7498|urn:uuid:cef79766-a584-4945-8a67-bd6d4628f6ac|economist|male|politician|1891-1911|Central Europe
7499|urn:uuid:331da916-953b-4ae3-a194-a1d331c1fa4c|economist|male|athlete|1911-1931|Central Europe
7500|urn:uuid:5568fa4b-068d-4d9b-89e8-65e0f5a3d71c|economist|male|politician|1871-1891|Central Europe
7501|urn:uuid:502ec490-1ea0-434b-9f05-88d5df4e9ef9|jurist|male|media person|1891-1911|Central Europe
7502|urn:uuid:502ec490-1ea0-434b-9f05-88d5df4e9ef9|jurist|male|writer|1891-1911|Central Europe
7503|urn:uuid:a2c113ee-8302-40ca-be50-1c89b2a7597a|jurist|male|scientist|1911-1931|Central Europe
7504|urn:uuid:2308073d-9a41-4664-9ec6-f3b91b894051|jurist|male|scientist|1891-1911|Central Europe
7505|urn:uuid:2cd0dad4-839d-4ab3-adfc-dbd59a004325|jurist|male|politician|1851-1871|Central Europe
7506|urn:uuid:2cd0dad4-839d-4ab3-adfc-dbd59a004325|jurist|male|businessperson|1851-1871|Central Europe
7507|urn:uuid:2cd0dad4-839d-4ab3-adfc-dbd59a004325|jurist|male|writer|1851-1871|Central Europe
7508|urn:uuid:3d2ea326-0001-4132-b167-4a0225b73c0a|jurist|male|scientist|1931-1951|Central Europe
7509|urn:uuid:5f6f6b70-40e2-4c1b-9a80-b56bd78c3f52|economist|male|scientist|1911-1931|Central Europe
7510|urn:uuid:6f87e57d-83f9-46c3-8d52-3005ef3615fd|jurist|male|other_occupation|1871-1891|Central Europe
7511|urn:uuid:24935048-f448-4bf4-825a-f90c6e529bf1|jurist|male|politician|1931-1951|Central Europe
7512|urn:uuid:5e2cee09-dafa-4c4a-a741-8d96fbfcd205|jurist|male|politician|1931-1951|Central Europe
7513|urn:uuid:5e2cee09-dafa-4c4a-a741-8d96fbfcd205|jurist|male|scientist|1931-1951|Central Europe
7514|urn:uuid:42e06b6e-fa45-4728-8936-9b9da00ebf05|economist|male|politician|1871-1891|Central Europe
7515|urn:uuid:3cc241e0-3585-4a77-941d-c3e84993e0cb|jurist|male|politician|1851-1871|Central Europe
7516|urn:uuid:7200aa61-119a-44b4-a305-fe5bf949d88a|economist|male|politician|1911-1931|Central Europe
7517|urn:uuid:7200aa61-119a-44b4-a305-fe5bf949d88a|economist|male|scientist|1911-1931|Central Europe
7518|urn:uuid:8b7327ab-cee5-4504-bed0-c474947eec31|jurist|male|writer|1891-1911|Central Europe
7519|urn:uuid:01118fd5-91d1-45a6-a344-ad5e3ffeed93|jurist|male|politician|1831-1851|Central Europe
7520|urn:uuid:0925590b-7b19-4ded-945d-3facaa67215f|jurist|male|scientist|1931-1951|Central Europe
7521|urn:uuid:0925590b-7b19-4ded-945d-3facaa67215f|jurist|male|politician|1931-1951|Central Europe
7522|urn:uuid:10da4e82-f5d6-4c43-bb57-f06608380144|economist|male|scientist|1891-1911|Central Europe
7523|urn:uuid:4c77caee-7567-40dd-b7eb-24123745ebfb|jurist|male|other_occupation|1891-1911|Central Europe
7524|urn:uuid:c6bbbc6f-38a1-4c9b-a5a9-e372fbb30439|economist|male|scientist|1931-1951|Central Europe
7525|urn:uuid:c6bbbc6f-38a1-4c9b-a5a9-e372fbb30439|economist|male|politician|1931-1951|Central Europe
7526|urn:uuid:cbd85367-5927-4279-b73b-91f9fdc7af71|economist|male|scientist|1911-1931|Central Europe
7528|urn:uuid:2e1b1702-36bc-4f08-a190-6a57bd6bc4e9|jurist|male|politician|1931-1951|Central Europe
7529|urn:uuid:7660de08-89f6-4e75-982f-1e8a4e52661c|jurist|male|media person|1891-1911|Central Europe
7530|urn:uuid:7fb86f4a-0c5b-41f5-b377-69dc7dc46082|economist|male|politician|1931-1951|Central Europe
7531|urn:uuid:9e7bc879-c6a0-4927-be42-0bad5df6e68c|jurist|male|politician|1931-1951|Central Europe
7532|urn:uuid:e590788f-b5a7-4486-8008-bd76e14281b1|jurist|male|politician|1931-1951|Central Europe
7533|urn:uuid:af0acf0c-a436-4c59-982f-5482e32aeb41|jurist|male|politician|1851-1871|Central Europe
7534|urn:uuid:baba52fe-7ad7-4a50-92b2-b45e2178c5b9|jurist|male|politician|1931-1951|Central Europe
7535|urn:uuid:0ce412cd-a88e-43cf-ac4e-d58857cc4bbc|jurist|male|other_occupation|1871-1891|Central Europe
7536|urn:uuid:7a518b70-6d6d-4a13-a552-358fe2782cf6|jurist|female|media person|1891-1911|Central Europe
7537|urn:uuid:1b69e615-781f-46ef-9c94-a575f66040ef|jurist|male|politician|1911-1931|Central Europe
7538|urn:uuid:70aeb24a-0b57-4ea3-a7bc-a4a4f65bd50e|economist|male|scientist|1891-1911|Central Europe
7539|urn:uuid:e9a81bb6-b1ba-4d66-81ec-7d195bdf0eaf|economist|male|politician|1931-1951|Central Europe
7540|urn:uuid:85269292-6325-45dd-adc5-5df06de09e7f|jurist|male|politician|1931-1951|Central Europe
7541|urn:uuid:0174cd41-168b-43f2-b008-15d98f38f83b|jurist|male|writer|1911-1931|Central Europe
7542|urn:uuid:0174cd41-168b-43f2-b008-15d98f38f83b|jurist|male|scientist|1911-1931|Central Europe
7543|urn:uuid:ee25f829-7d6c-4b2b-8f72-8ddb93778f69|economist|male|other|1931-1951|Central Europe
7544|urn:uuid:15032286-0de0-4dcb-9b2b-8b8ebe3b392d|economist|male|politician|1931-1951|Central Europe
7545|urn:uuid:78c245b9-1457-40eb-a9a8-7959707daf85|economist|female|politician|1931-1951|Central Europe
7546|urn:uuid:72f17f24-673e-4c5d-87f2-e0e5649dde92|jurist|female|politician|1931-1951|Central Europe
7547|urn:uuid:f93347d7-3a1a-4357-a3e7-96cb9b2460a7|economist|male|politician|1931-1951|Central Europe
7548|urn:uuid:0b57de36-151f-4628-9bed-4a2132cbbc7a|jurist|male|scientist|1931-1951|Central Europe
7549|urn:uuid:f448b6a1-b238-4d42-986f-363cfbe365df|jurist|male|other_occupation|1871-1891|Central Europe
7550|urn:uuid:88e49aa8-30e5-4ad6-9002-67f12c667cfd|jurist|male|media person|1871-1891|Central Europe
7551|urn:uuid:05123595-b266-41f7-b761-740e6d4ee9e2|economist|male|politician|1931-1951|Central Europe
7552|urn:uuid:e7c0e659-32f6-4bbc-bd13-6f396341e88b|jurist|male|politician|1931-1951|Central Europe
7553|urn:uuid:17986f41-754a-4da7-8c0a-5ff3c167214e|jurist|male|politician|1931-1951|Central Europe
7554|urn:uuid:4e306cbf-36fc-45fc-8ffc-a7ec49924596|jurist|female|politician|1931-1951|Central Europe
7555|urn:uuid:44d0b811-2433-4279-864f-09ff33b301bd|economist|male|athlete|1931-1951|Central Europe
7556|urn:uuid:632d2f7d-9bb3-43cd-98d1-82b6b13d93b3|economist|male|politician|1931-1951|Central Europe
7557|urn:uuid:6356114b-a806-4bbe-8083-82f489071679|economist|female|politician|1931-1951|Central Europe
7558|urn:uuid:727fbef3-886f-4aa7-a540-3e911234c4f7|economist|male|scientist|1871-1891|Central Europe
7559|urn:uuid:727fbef3-886f-4aa7-a540-3e911234c4f7|economist|male|businessperson|1871-1891|Central Europe
7560|urn:uuid:0e58e36c-b192-464f-a32f-b0c370fc339a|economist|male|politician|1931-1951|Central Europe
7561|urn:uuid:d8b23e67-78d7-4097-bc18-a2dbecfd8085|economist|male|businessperson|1931-1951|Central Europe
7562|urn:uuid:d8b23e67-78d7-4097-bc18-a2dbecfd8085|economist|male|other|1931-1951|Central Europe
7563|urn:uuid:683eb354-b5fe-4258-ab81-d31d28308668|economist|male|politician|1931-1951|Central Europe
7564|urn:uuid:683eb354-b5fe-4258-ab81-d31d28308668|economist|male|other|1931-1951|Central Europe
7565|urn:uuid:683eb354-b5fe-4258-ab81-d31d28308668|economist|male|businessperson|1931-1951|Central Europe
7566|urn:uuid:4234daa7-b5f1-4ac9-8b08-dc1d3ac8770d|jurist|male|politician|1851-1871|Central Europe
7567|urn:uuid:0c25b663-e3d8-4c0d-9890-9c3b82df1611|economist|male|politician|1931-1951|Central Europe
7568|urn:uuid:d2dfc7d2-9da4-4197-ab93-44b391014d8d|economist|male|media person|1931-1951|Central Europe
7569|urn:uuid:d2dfc7d2-9da4-4197-ab93-44b391014d8d|economist|male|other|1931-1951|Central Europe
