|type|gender|occupation|generation|continent
18907|jurist|male|scientist|1911-1931|Europe
18908|jurist|male|scientist|1931-1951|Europe
18909|jurist|male|scientist|1931-1951|Europe
18913|economist|male|politician|1851-1871|Europe
18914|economist|male|media person|1851-1871|Europe
18915|economist|male|other_occupation|1851-1871|Europe
18916|jurist|male|politician|1891-1911|Europe
18918|economist|male|scientist|1851-1871|Europe
18919|economist|male|scientist|1851-1871|Europe
18922|jurist|male|politician|1891-1911|Europe
18923|jurist|male|politician|1791-1811|Europe
18924|jurist|male|scientist|1791-1811|Europe
18925|economist|male|politician|1831-1851|Europe
18926|economist|male|scientist|1831-1851|Europe
18927|economist|male|scientist|1831-1851|Europe
18932|economist|male|politician|1811-1831|Europe
18933|economist|male|scientist|1811-1831|Europe
18934|economist|male|scientist|1811-1831|Europe
18935|economist|male|scientist|1811-1831|Europe
18936|economist|male|scientist|1931-1951|Europe
18937|economist|male|writer|1931-1951|Europe
18939|jurist|female|politician|1931-1951|Europe
18944|jurist|male|politician|1931-1951|Europe
18945|jurist|male|politician|1911-1931|Europe
18946|jurist|male|politician|1871-1891|Europe
18947|jurist|male|politician|1871-1891|Europe
18948|economist|male|politician|1951-1971|Europe
18949|economist|male|scientist|1951-1971|Europe
18950|jurist|male|politician|1931-1951|Europe
18951|jurist|male|other_occupation|1931-1951|Europe
18952|jurist|male|scientist|1791-1811|Europe
18953|jurist|male|scientist|1791-1811|Europe
18954|jurist|male|politician|1931-1951|Europe
18955|jurist|male|politician|1891-1911|Europe
18956|jurist|male|politician|1831-1851|Europe
18957|jurist|male|politician|1891-1911|Europe
18958|jurist|male|politician|1931-1951|Europe
18959|jurist|male|politician|1791-1811|Europe
18961|jurist|male|scientist|1771-1791|Europe
18965|economist|male|scientist|1831-1851|Europe
18966|economist|male|scientist|1831-1851|Europe
18967|jurist|male|politician|1851-1871|Europe
18968|jurist|male|writer|1851-1871|Europe
18969|economist|male|politician|1831-1851|Europe
18970|economist|male|scientist|1831-1851|Europe
18971|jurist|male|scientist|1811-1831|Europe
18972|jurist|male|politician|1931-1951|Europe
18973|economist|female|scientist|1871-1891|Europe
18974|economist|male|scientist|1931-1951|Europe
18975|economist|male|writer|1931-1951|Europe
18976|jurist|male|writer|1891-1911|Europe
18978|economist|male|scientist|1931-1951|Europe
18979|economist|male|scientist|1931-1951|Europe
18980|jurist|male|politician|1911-1931|Europe
18981|jurist|male|politician|1911-1931|Europe
18982|jurist|male|politician|1871-1891|Europe
18983|economist|male|politician|1911-1931|Europe
18984|economist|male|scientist|1891-1911|Europe
18985|economist|male|scientist|1891-1911|Europe
18986|jurist|male|writer|1771-1791|Europe
18987|jurist|male|politician|1791-1811|Europe
18989|jurist|male|politician|1931-1951|Europe
18990|economist|male|politician|1811-1831|Europe
18991|economist|male|scientist|1811-1831|Europe
18992|jurist|male|politician|1851-1871|Europe
18993|jurist|male|politician|1931-1951|Europe
18994|jurist|male|media person|1931-1951|Europe
18995|jurist|male|writer|1931-1951|Europe
18996|economist|female|politician|1931-1951|Europe
18997|economist|female|scientist|1931-1951|Europe
18998|jurist|female|scientist|1931-1951|Europe
18999|jurist|male|scientist|1931-1951|Europe
19000|jurist|male|media person|1931-1951|Europe
19001|jurist|male|scientist|1931-1951|Europe
19002|jurist|male|writer|1931-1951|Europe
19003|economist|male|politician|1891-1911|Europe
19004|economist|male|scientist|1891-1911|Europe
19005|economist|male|scientist|1891-1911|Europe
19006|economist|male|writer|1891-1911|Europe
19007|jurist|male|politician|1831-1851|Europe
19008|jurist|male|businessperson|1831-1851|Europe
19013|jurist|male|scientist|1931-1951|Europe
19014|jurist|male|politician|1871-1891|Europe
19015|jurist|male|politician|1791-1811|Europe
19016|jurist|male|scientist|1791-1811|Europe
19017|economist|male|scientist|1871-1891|Europe
19018|economist|male|politician|1931-1951|Europe
19019|economist|male|scientist|1931-1951|Europe
19021|jurist|male|scientist|1911-1931|Europe
19022|jurist|male|writer|1911-1931|Europe
19023|jurist|male|scientist|1911-1931|Europe
19024|jurist|male|politician|1871-1891|Europe
19025|jurist|male|scientist|1931-1951|Europe
19026|jurist|male|scientist|1791-1811|Europe
19027|jurist|male|scientist|1911-1931|Europe
19029|jurist|male|writer|1871-1891|Europe
19030|jurist|male|scientist|1931-1951|Europe
19031|economist|male|media person|1811-1831|Europe
19032|economist|male|scientist|1811-1831|Europe
19034|jurist|male|politician|1891-1911|Europe
19036|jurist|male|politician|1891-1911|Europe
19037|jurist|male|other_occupation|1891-1911|Europe
19038|jurist|male|politician|1891-1911|Europe
19039|jurist|male|other_occupation|1891-1911|Europe
19040|jurist|male|politician|1931-1951|Europe
19041|jurist|male|politician|1871-1891|Europe
19043|jurist|male|politician|1811-1831|Europe
19045|jurist|male|politician|1931-1951|Europe
19046|economist|male|scientist|1851-1871|Europe
19047|economist|male|scientist|1851-1871|Europe
19049|jurist|male|businessperson|1931-1951|Europe
19050|jurist|male|politician|1791-1811|Europe
19051|jurist|male|scientist|1791-1811|Europe
19052|jurist|male|writer|1791-1811|Europe
19053|jurist|male|scientist|1851-1871|Europe
19054|jurist|male|writer|1851-1871|Europe
19055|jurist|male|scientist|1771-1791|Europe
19056|jurist|male|scientist|1791-1811|Europe
19057|jurist|male|politician|1831-1851|Europe
19058|economist|male|scientist|1931-1951|Europe
19059|economist|male|scientist|1931-1951|Europe
19061|jurist/economist|male|politician|1851-1871|Europe
19062|jurist/economist|male|scientist|1851-1871|Europe
19063|jurist|male|politician|1891-1911|Europe
19064|jurist|male|other_occupation|1891-1911|Europe
19065|jurist|male|scientist|1931-1951|Europe
19066|jurist|male|politician|1871-1891|Europe
19067|economist|male|scientist|1911-1931|Europe
19068|jurist|male|politician|1791-1811|Europe
19069|jurist|male|scientist|1831-1851|Europe
19070|jurist|male|writer|1831-1851|Europe
19071|jurist|male|other_occupation|1831-1851|Europe
19072|economist|male|scientist|1931-1951|Europe
19073|economist|male|writer|1931-1951|Europe
19074|economist|male|scientist|1931-1951|Europe
19075|economist|male|politician|1831-1851|Europe
19078|jurist|male|politician|1811-1831|Europe
19079|jurist|male|scientist|1811-1831|Europe
19080|jurist|male|writer|1811-1831|Europe
19081|jurist|male|scientist|1811-1831|Europe
19082|economist|female|politician|1931-1951|Europe
19083|economist|male|politician|1911-1931|Europe
19085|jurist|male|politician|1931-1951|Europe
19086|jurist|male|politician|1791-1811|Europe
19087|jurist|male|other_occupation|1931-1951|Europe
19088|jurist|male|scientist|1831-1851|Europe
19089|jurist|male|politician|1851-1871|Europe
19090|jurist|male|politician|1831-1851|Europe
19095|jurist|male|politician|1791-1811|Europe
19096|jurist|male|media person|1791-1811|Europe
19097|jurist|male|politician|1871-1891|Europe
19099|economist|male|scientist|1931-1951|Europe
19100|jurist|male|politician|1931-1951|Europe
19101|economist|male|scientist|1931-1951|Europe
19102|economist|male|other_occupation|1931-1951|Europe
19103|economist|male|other_occupation|1791-1811|Europe
19104|economist|male|scientist|1791-1811|Europe
19105|jurist|male|politician|1811-1831|Europe
19106|jurist|male|scientist|1811-1831|Europe
19107|jurist|male|politician|1791-1811|Europe
19108|jurist|male|scientist|1791-1811|Europe
19109|jurist|male|politician|1911-1931|Europe
19110|jurist|male|politician|1871-1891|Europe
19112|jurist|male|politician|1871-1891|Europe
19113|jurist|male|scientist|1871-1891|Europe
19114|jurist|male|politician|1931-1951|Europe
19115|jurist|male|politician|1911-1931|Europe
19116|jurist|male|politician|1871-1891|Europe
19117|jurist|male|politician|1911-1931|Europe
19118|jurist|male|politician|1931-1951|Europe
19119|jurist|male|politician|1931-1951|Europe
19120|jurist|male|politician|1911-1931|Europe
19121|jurist|male|politician|1871-1891|Europe
19122|jurist|male|politician|1911-1931|Europe
19123|jurist|male|scientist|1911-1931|Europe
19124|jurist|male|politician|1871-1891|Europe
19126|jurist|male|scientist|1851-1871|Europe
19127|economist|male|scientist|1851-1871|Europe
19128|economist|male|scientist|1851-1871|Europe
19129|economist|male|scientist|1851-1871|Europe
19130|jurist|male|scientist|1791-1811|Europe
19131|jurist|male|scientist|1791-1811|Europe
19132|jurist|male|scientist|1891-1911|Europe
19138|jurist|male|politician|1811-1831|Europe
19139|jurist|male|politician|1831-1851|Europe
19140|jurist|male|scientist|1831-1851|Europe
19141|jurist|male|scientist|1831-1851|Europe
19142|jurist|male|politician|1791-1811|Europe
19143|jurist|male|scientist|1791-1811|Europe
19144|jurist|male|scientist|1791-1811|Europe
19147|economist|male|scientist|1791-1811|Europe
19148|economist|male|scientist|1791-1811|Europe
19150|jurist|male|politician|1811-1831|Europe
19151|jurist|male|writer|1811-1831|Europe
19152|jurist|male|politician|1911-1931|Europe
19153|jurist|male|other_occupation|1911-1931|Europe
19154|jurist|male|politician|1891-1911|Europe
19155|jurist|male|scientist|1891-1911|Europe
19156|economist|male|businessperson|1911-1931|Europe
19157|jurist|male|politician|1811-1831|Europe
19158|jurist|male|media person|1811-1831|Europe
19159|jurist|male|other_occupation|1811-1831|Europe
19160|economist|male|businessperson|1891-1911|Europe
19161|jurist|male|businessperson|1911-1931|Europe
19162|economist|male|politician|1931-1951|Europe
19163|economist|male|scientist|1931-1951|Europe
19164|economist|male|scientist|1931-1951|Europe
19167|jurist|male|scientist|1891-1911|Europe
19168|jurist|male|politician|1911-1931|Europe
19169|jurist|male|scientist|1911-1931|Europe
19170|jurist|male|scientist|1931-1951|Europe
19171|jurist|male|politician|1891-1911|Europe
19173|jurist|male|politician|1811-1831|Europe
19174|jurist|male|writer|1811-1831|Europe
19176|jurist|male|politician|1931-1951|Europe
19177|economist|male|scientist|1931-1951|Europe
19178|economist|male|scientist|1831-1851|Europe
19179|jurist|male|politician|1831-1851|Europe
19182|jurist|male|scientist|1931-1951|Europe
19183|jurist|male|scientist|1931-1951|Europe
19185|jurist|male|politician|1931-1951|Europe
19186|jurist|male|politician|1831-1851|Europe
19190|jurist|male|politician|1791-1811|Europe
19191|jurist|male|scientist|1791-1811|Europe
19192|jurist|male|politician|1791-1811|Europe
19193|jurist|male|other_occupation|1791-1811|Europe
19194|jurist|male|politician|1791-1811|Europe
19195|jurist/economist|male|scientist|1771-1791|Europe
19196|jurist|male|politician|1811-1831|Europe
19200|jurist|male|writer|1771-1791|Europe
19201|jurist|male|scientist|1791-1811|Europe
19205|economist|male|scientist|1931-1951|Europe
19206|economist|male|scientist|1931-1951|Europe
19207|jurist|male|scientist|1931-1951|Europe
19208|jurist|male|politician|1911-1931|Europe
19209|jurist|male|scientist|1931-1951|Europe
19211|jurist|male|politician|1931-1951|Europe
19212|jurist|male|writer|1931-1951|Europe
19213|jurist|male|scientist|1931-1951|Europe
19214|jurist|male|politician|1851-1871|Europe
19216|jurist|male|politician|1851-1871|Europe
19217|jurist|male|politician|1831-1851|Europe
19218|jurist|male|politician|1931-1951|Europe
19221|jurist|male|politician|1891-1911|Europe
19222|jurist|male|politician|1851-1871|Europe
19224|jurist|female|scientist|1931-1951|Europe
19225|jurist|female|scientist|1931-1951|Europe
19226|economist|male|scientist|1911-1931|Europe
19227|economist|male|scientist|1911-1931|Europe
19228|jurist|male|politician|1871-1891|Europe
19229|jurist|male|politician|1931-1951|Europe
19230|economist|male|scientist|1851-1871|Europe
19231|economist|male|scientist|1851-1871|Europe
19234|jurist|male|politician|1871-1891|Europe
19235|jurist|male|writer|1871-1891|Europe
19236|economist|male|politician|1891-1911|Europe
19237|economist|male|scientist|1891-1911|Europe
19238|jurist|male|politician|1891-1911|Europe
19239|economist|male|politician|1911-1931|Europe
19240|economist|male|writer|1911-1931|Europe
19241|economist|male|other_occupation|1911-1931|Europe
19242|jurist|male|politician|1931-1951|Europe
19243|jurist|male|writer|1931-1951|Europe
19244|jurist|male|other_occupation|1931-1951|Europe
19246|economist|male|politician|1931-1951|Europe
19247|jurist|male|politician|1931-1951|Europe
19248|jurist|male|scientist|1931-1951|Europe
19249|jurist|male|politician|1911-1931|Europe
19250|jurist|male|other_occupation|1911-1931|Europe
19251|jurist|male|politician|1911-1931|Europe
19252|jurist|male|politician|1891-1911|Europe
19253|jurist|male|other_occupation|1891-1911|Europe
19254|jurist|male|writer|1811-1831|Europe
19255|economist|male|media person|1811-1831|Europe
19256|economist|male|writer|1811-1831|Europe
19257|economist|male|scientist|1811-1831|Europe
19258|economist|male|other_occupation|1811-1831|Europe
19259|jurist|male|politician|1931-1951|Europe
19260|jurist|male|politician|1931-1951|Europe
19261|economist|male|politician|1931-1951|Europe
19262|economist|male|scientist|1931-1951|Europe
19263|economist|male|writer|1931-1951|Europe
19264|jurist/economist|male|politician|1871-1891|Europe
19265|jurist/economist|male|other_occupation|1871-1891|Europe
19266|economist|male|politician|1871-1891|Europe
19267|economist|male|media person|1871-1891|Europe
19268|economist|male|businessperson|1871-1891|Europe
19269|jurist|male|scientist|1911-1931|Europe
19270|jurist|male|scientist|1911-1931|Europe
19271|economist|male|politician|1911-1931|Europe
19274|jurist|male|media person|1871-1891|Europe
19275|jurist|male|writer|1871-1891|Europe
19276|jurist|male|politician|1931-1951|Europe
19277|jurist|male|other_occupation|1931-1951|Europe
19278|jurist|male|politician|1871-1891|Europe
19279|jurist|male|politician|1871-1891|Europe
19280|jurist|male|politician|1931-1951|Europe
19281|jurist|male|media person|1891-1911|Europe
19282|jurist|male|media person|1891-1911|Europe
19283|jurist|male|writer|1891-1911|Europe
19284|jurist|male|scientist|1891-1911|Europe
19285|jurist|male|politician|1871-1891|Europe
19286|jurist|male|writer|1871-1891|Europe
19287|jurist|male|other_occupation|1871-1891|Europe
19288|jurist|male|politician|1891-1911|Europe
19289|jurist|male|politician|1891-1911|Europe
19290|jurist|male|writer|1891-1911|Europe
19291|jurist|male|other_occupation|1891-1911|Europe
19292|jurist|male|politician|1871-1891|Europe
19293|jurist|male|politician|1911-1931|Europe
19294|jurist|male|writer|1911-1931|Europe
19295|jurist|male|other_occupation|1911-1931|Europe
19296|economist|male|politician|1931-1951|Europe
19297|economist|male|writer|1931-1951|Europe
19298|economist|male|businessperson|1931-1951|Europe
19301|jurist|male|politician|1891-1911|Europe
19302|economist|male|scientist|1911-1931|Europe
19303|economist|male|writer|1911-1931|Europe
19304|economist|male|scientist|1911-1931|Europe
19307|jurist/economist|male|politician|1911-1931|Europe
19308|jurist/economist|male|businessperson|1911-1931|Europe
19309|jurist/economist|male|other_occupation|1911-1931|Europe
19310|jurist|male|politician|1851-1871|Europe
19311|jurist|male|politician|1891-1911|Europe
19312|jurist|male|politician|1851-1871|Europe
19313|jurist|male|politician|1911-1931|Europe
19314|jurist|male|scientist|1871-1891|Europe
19315|jurist|male|other_occupation|1871-1891|Europe
19318|jurist|male|writer|1771-1791|Europe
19319|jurist|male|writer|1931-1951|Europe
19320|jurist|male|businessperson|1931-1951|Europe
19321|jurist|male|media person|1931-1951|Europe
19322|jurist|male|politician|1931-1951|Europe
19323|jurist|male|politician|1891-1911|Europe
19324|jurist|male|politician|1931-1951|Europe
19325|jurist|male|other_occupation|1931-1951|Europe
19327|jurist|male|politician|1871-1891|Europe
19330|jurist|male|politician|1891-1911|Europe
19331|jurist|male|other_occupation|1891-1911|Europe
19332|jurist|male|politician|1931-1951|Europe
19333|jurist|male|politician|1951-1971|Europe
